Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit
SO4493,5/2/2020,In-Store,USD,11,337,10,3,579.8,414.14,1739.39,1325.25
SO4494,3/27/2020,Distributor,USD,21,231,16,2,629.11,449.36,1258.22,808.86
SO4495,3/11/2020,Distributor,USD,15,40,15,4,486.28,347.34,1945.13,1597.78
SO4496,4/7/2020,Distributor,USD,2,99,39,3,617.63,441.17,1852.9,1411.73
SO4497,1/31/2020,Wholesale,USD,1,247,28,2,457.41,326.72,914.83,588.1
SO4498,2/3/2020,Distributor,USD,17,278,18,3,205.26,146.61,615.78,469.16
SO4499,2/13/2020,Distributor,USD,13,297,41,4,248.11,177.22,992.43,815.21
SO4500,1/22/2020,In-Store,USD,5,67,9,2,475.59,339.71,951.18,611.47
SO4501,1/19/2020,Distributor,USD,25,57,30,3,572.5,408.93,1717.51,1308.58
SO4502,3/13/2020,Distributor,USD,3,325,6,1,417.38,298.13,417.38,119.25
SO4503,4/18/2020,Distributor,USD,12,339,16,9,569.84,407.03,5128.6,4721.57
SO4504,3/19/2020,Wholesale,USD,15,209,2,5,268.36,191.69,1341.8,1150.11
SO4505,2/5/2020,In-Store,USD,11,17,25,3,548.49,391.78,1645.48,1253.7
SO4506,4/9/2020,Online,USD,1,110,13,8,547.75,391.25,4382.01,3990.76
SO4507,5/8/2020,Distributor,USD,1,250,25,2,629.94,449.96,1259.88,809.92
SO4508,2/19/2020,Online,USD,3,207,38,9,362.68,259.05,3264.08,3005.02
SO4509,3/8/2020,Distributor,USD,12,190,28,6,569.01,406.43,3414.04,3007.61
SO4510,2/25/2020,Wholesale,USD,16,291,12,3,202.07,144.34,606.22,461.88
SO4511,5/25/2020,Online,USD,19,275,13,5,640.63,457.6,3203.17,2745.57
SO4512,3/25/2020,Wholesale,USD,3,359,33,8,528.86,377.76,4230.88,3853.13
SO4513,2/23/2020,In-Store,USD,10,251,33,9,602.89,430.63,5425.97,4995.33
SO4514,1/17/2020,Wholesale,USD,1,119,36,2,632.38,451.7,1264.76,813.06
SO4515,3/29/2020,Wholesale,USD,23,113,28,4,384.12,274.37,1536.48,1262.11
SO4516,2/28/2020,In-Store,USD,10,28,26,8,324.41,231.72,2595.3,2363.57
SO4517,5/26/2020,Online,USD,16,114,47,6,255.45,182.46,1532.7,1350.24
SO4518,1/29/2020,Distributor,USD,14,334,30,10,173.28,123.77,1732.75,1608.98
SO4519,5/10/2020,Distributor,USD,2,141,45,10,378.92,270.66,3789.18,3518.53
SO4520,2/5/2020,Wholesale,USD,25,217,35,9,604.83,432.02,5443.45,5011.43
SO4521,4/5/2020,Distributor,USD,13,284,40,2,248.02,177.16,496.04,318.88
SO4522,5/10/2020,Distributor,USD,8,276,3,10,324.36,231.69,3243.59,3011.91
SO4523,1/16/2020,Wholesale,USD,19,158,42,8,165.52,118.23,1324.19,1205.96
SO4524,5/27/2020,Online,USD,13,362,24,1,650.68,464.77,650.68,185.91
SO4525,2/8/2020,Online,USD,16,89,4,1,515.68,368.34,515.68,147.34
SO4526,4/17/2020,Distributor,USD,26,234,45,2,434.95,310.68,869.9,559.22
SO4527,4/4/2020,Online,USD,22,53,37,9,224.3,160.21,2018.67,1858.46
SO4528,3/14/2020,Online,USD,22,356,24,10,429.97,307.12,4299.66,3992.54
SO4529,4/25/2020,Wholesale,USD,3,56,18,2,434.28,310.2,868.57,558.37
SO4530,2/13/2020,Online,USD,12,212,24,10,530.04,378.6,5300.35,4921.76
SO4531,5/2/2020,In-Store,USD,2,206,46,10,511.6,365.43,5116,4750.58
SO4532,3/3/2020,Distributor,USD,16,97,22,3,480.64,343.32,1441.93,1098.61
SO4533,4/29/2020,Wholesale,USD,12,330,1,8,174.74,124.81,1397.93,1273.11
SO4534,1/4/2020,Online,USD,11,256,11,3,253.46,181.04,760.38,579.34
SO4535,3/8/2020,Wholesale,USD,5,133,6,7,624.2,445.85,4369.37,3923.51
SO4536,1/29/2020,Online,USD,11,227,15,1,415.5,296.78,415.5,118.71
SO4537,4/3/2020,Distributor,USD,14,292,39,1,178.51,127.51,178.51,51
SO4538,2/21/2020,Online,USD,20,139,46,4,441.4,315.29,1765.6,1450.31
SO4539,2/20/2020,In-Store,USD,15,175,33,10,589.88,421.34,5898.77,5477.43
SO4540,2/10/2020,Distributor,USD,2,29,19,1,558.2,398.72,558.2,159.49
SO4541,3/3/2020,Wholesale,USD,16,98,17,8,257.38,183.85,2059.08,1875.23
SO4542,1/10/2020,Distributor,USD,26,236,17,4,312.05,222.89,1248.2,1025.3
SO4543,1/9/2020,Wholesale,USD,26,324,43,3,280.37,200.26,841.11,640.84
SO4544,4/13/2020,Online,USD,24,184,46,9,197.66,141.18,1778.91,1637.73
SO4545,4/11/2020,In-Store,USD,24,117,17,5,321.49,229.64,1607.45,1377.82
SO4546,1/8/2020,Online,USD,16,295,20,3,291.58,208.27,874.75,666.48
SO4547,1/16/2020,In-Store,USD,20,263,32,3,452.46,323.19,1357.38,1034.19
SO4548,4/29/2020,Wholesale,USD,24,114,47,10,476.55,340.39,4765.49,4425.1
SO4549,5/14/2020,In-Store,USD,9,81,24,1,230.56,164.69,230.56,65.88
SO4550,1/13/2020,Online,USD,8,128,24,1,456.36,325.97,456.36,130.39
SO4551,1/28/2020,Wholesale,USD,26,209,3,7,407.4,291,2851.79,2560.8
SO4552,2/9/2020,Distributor,USD,11,194,8,9,391.2,279.43,3520.79,3241.36
SO4553,3/25/2020,Distributor,USD,10,175,15,3,271.46,193.9,814.39,620.49
SO4554,1/2/2020,Distributor,USD,23,31,19,7,603.36,430.97,4223.52,3792.55
SO4555,5/1/2020,Wholesale,USD,9,33,36,10,284.53,203.24,2845.33,2642.09
SO4556,3/3/2020,Wholesale,USD,13,13,8,9,431.63,308.31,3884.65,3576.34
SO4557,2/22/2020,In-Store,USD,9,8,15,2,257.94,184.24,515.87,331.63
SO4558,1/24/2020,Online,USD,20,193,34,7,445.92,318.51,3121.41,2802.9
SO4559,1/13/2020,Online,USD,15,292,1,4,474.2,338.71,1896.79,1558.08
SO4560,4/10/2020,In-Store,USD,12,27,5,1,334.89,239.21,334.89,95.68
SO4561,3/25/2020,Distributor,USD,21,246,30,1,258.63,184.74,258.63,73.89
SO4562,5/20/2020,Wholesale,USD,16,196,26,4,435.64,311.17,1742.56,1431.39
SO4563,5/11/2020,Distributor,USD,22,61,28,8,153.86,109.9,1230.87,1120.97
SO4564,2/17/2020,Wholesale,USD,18,12,22,10,470.65,336.18,4706.52,4370.34
SO4565,5/4/2020,Distributor,USD,7,303,24,2,448.36,320.26,896.73,576.47
SO4566,4/17/2020,Wholesale,USD,3,77,16,8,204.64,146.17,1637.14,1490.97
SO4567,1/4/2020,In-Store,USD,25,352,10,9,458.5,327.5,4126.52,3799.02
SO4568,3/29/2020,In-Store,USD,14,166,43,5,346.02,247.15,1730.08,1482.92
SO4569,1/11/2020,Wholesale,USD,4,159,20,5,583.64,416.88,2918.18,2501.3
SO4570,1/6/2020,Online,USD,8,13,2,1,639.98,457.13,639.98,182.85
SO4571,1/4/2020,In-Store,USD,26,289,3,5,261.28,186.63,1306.38,1119.76
SO4572,5/8/2020,Wholesale,USD,18,107,34,10,241.6,172.57,2416.01,2243.44
SO4573,4/20/2020,Online,USD,1,66,8,9,605.4,432.43,5448.64,5016.21
SO4574,5/26/2020,Online,USD,22,96,24,9,572.35,408.82,5151.16,4742.33
SO4575,4/29/2020,Wholesale,USD,2,354,31,3,596.38,425.99,1789.14,1363.16
SO4576,1/26/2020,Distributor,USD,17,162,9,4,467.87,334.2,1871.49,1537.3
SO4577,1/25/2020,In-Store,USD,26,347,20,8,365.08,260.77,2920.68,2659.9
SO4578,4/16/2020,Wholesale,USD,18,204,7,3,604.07,431.48,1812.2,1380.73
SO4579,4/23/2020,Wholesale,USD,11,205,40,10,189.21,135.15,1892.06,1756.91
SO4580,1/11/2020,Distributor,USD,11,183,21,3,245.72,175.51,737.16,561.65
SO4581,2/28/2020,In-Store,USD,14,190,15,8,477.83,341.31,3822.62,3481.32
SO4582,3/16/2020,Online,USD,23,322,36,9,549.24,392.32,4943.17,4550.86
SO4583,1/27/2020,Wholesale,USD,20,271,14,6,630.73,450.52,3784.36,3333.84
SO4584,3/21/2020,Wholesale,USD,17,282,21,2,219.28,156.63,438.56,281.93
SO4585,1/3/2020,Distributor,USD,5,193,24,6,295.03,210.74,1770.18,1559.45
SO4586,5/5/2020,Distributor,USD,24,234,36,1,506.24,361.6,506.24,144.64
SO4587,4/27/2020,Online,USD,23,126,42,2,154.14,110.1,308.29,198.18
SO4588,2/8/2020,Distributor,USD,23,200,14,2,585.02,417.87,1170.04,752.17
SO4589,3/15/2020,In-Store,USD,1,244,15,9,511.1,365.07,4599.92,4234.85
SO4590,4/17/2020,In-Store,USD,24,27,21,3,552.41,394.58,1657.22,1262.64
SO4591,3/16/2020,Wholesale,USD,10,264,32,4,562.77,401.98,2251.06,1849.09
SO4592,2/2/2020,Wholesale,USD,26,225,33,8,348.06,248.62,2784.5,2535.89
SO4593,3/13/2020,In-Store,USD,1,49,10,7,384.48,274.63,2691.37,2416.74
SO4594,3/3/2020,In-Store,USD,10,331,37,8,563.98,402.84,4511.84,4108.99
SO4595,4/5/2020,In-Store,USD,24,287,41,9,255.16,182.26,2296.46,2114.2
SO4596,2/26/2020,Online,USD,24,8,34,1,210.77,150.55,210.77,60.22
SO4597,4/6/2020,In-Store,USD,19,126,23,1,594.9,424.93,594.9,169.97
SO4598,2/16/2020,Wholesale,USD,1,73,9,3,161.33,115.23,483.99,368.75
SO4599,1/15/2020,Online,USD,10,134,13,3,401.55,286.82,1204.64,917.82
SO4600,4/21/2020,In-Store,USD,24,39,41,8,576.57,411.84,4612.57,4200.74
SO4601,3/19/2020,Distributor,USD,3,319,10,6,213.9,152.79,1283.4,1130.62
SO4602,1/5/2020,In-Store,USD,24,202,35,3,282.39,201.71,847.18,645.47
SO4603,1/12/2020,In-Store,USD,12,284,36,1,223.42,159.58,223.42,63.83
SO4604,3/30/2020,Wholesale,USD,14,269,15,3,180.02,128.59,540.07,411.48
SO4605,5/1/2020,Wholesale,USD,2,241,22,4,313.6,224,1254.39,1030.39
SO4606,5/9/2020,Wholesale,USD,26,159,23,5,372.38,265.99,1861.91,1595.93
SO4607,5/2/2020,In-Store,USD,16,236,7,3,414.45,296.04,1243.35,947.31
SO4608,1/7/2020,Distributor,USD,7,307,18,4,353.17,252.26,1412.67,1160.4
SO4609,4/22/2020,Online,USD,16,173,37,9,185.7,132.64,1671.3,1538.66
SO4610,2/21/2020,Distributor,USD,13,316,10,4,207.74,148.39,830.96,682.57
SO4611,4/10/2020,Online,USD,1,362,13,6,173.64,124.03,1041.83,917.8
SO4612,4/28/2020,Distributor,USD,9,63,18,10,399.08,285.06,3990.8,3705.75
SO4613,5/11/2020,Distributor,USD,16,222,39,2,198.77,141.98,397.54,255.56
SO4614,2/4/2020,Distributor,USD,2,101,8,1,342.33,244.52,342.33,97.81
SO4615,3/15/2020,Wholesale,USD,26,200,16,5,375.68,268.35,1878.42,1610.07
SO4616,1/11/2020,Wholesale,USD,18,125,27,10,605.72,432.66,6057.25,5624.59
SO4617,5/19/2020,Distributor,USD,22,303,17,9,271.75,194.11,2445.75,2251.64
SO4618,3/27/2020,Distributor,USD,18,252,18,6,173.92,124.23,1043.49,919.27
SO4619,1/30/2020,Wholesale,USD,13,129,20,4,353.63,252.6,1414.54,1161.94
SO4620,1/5/2020,Online,USD,7,17,22,6,375.01,267.87,2250.08,1982.21
SO4621,1/14/2020,Distributor,USD,3,213,24,8,476.71,340.5,3813.65,3473.15
SO4622,1/21/2020,Online,USD,7,23,42,10,644.83,460.59,6448.31,5987.72
SO4623,3/22/2020,In-Store,USD,26,209,19,7,317.78,226.99,2224.47,1997.49
SO4624,1/26/2020,Online,USD,12,226,13,9,485.14,346.53,4366.26,4019.73
SO4625,3/8/2020,In-Store,USD,19,165,3,10,263.87,188.48,2638.69,2450.21
SO4626,1/5/2020,In-Store,USD,2,354,23,4,554.96,396.4,2219.84,1823.44
SO4627,2/6/2020,In-Store,USD,15,207,46,4,392.79,280.57,1571.18,1290.61
SO4628,1/18/2020,Online,USD,24,280,36,9,468.16,334.4,4213.45,3879.05
SO4629,4/5/2020,In-Store,USD,7,314,17,7,316.88,226.35,2218.19,1991.85
SO4630,4/2/2020,Online,USD,24,166,28,6,514.93,367.8,3089.55,2721.75
SO4631,2/19/2020,Wholesale,USD,3,87,45,4,281.11,200.79,1124.44,923.65
SO4632,4/11/2020,Online,USD,16,223,10,10,621.82,444.16,6218.21,5774.05
SO4633,5/8/2020,Wholesale,USD,11,3,5,1,525.33,375.24,525.33,150.1
SO4634,4/1/2020,Distributor,USD,23,76,17,1,511.55,365.39,511.55,146.16
SO4635,4/8/2020,Distributor,USD,2,217,44,8,554.58,396.13,4436.65,4040.52
SO4636,1/5/2020,Wholesale,USD,2,342,32,4,639.63,456.88,2558.52,2101.64
SO4637,1/5/2020,Distributor,USD,6,40,30,7,587.49,419.64,4112.46,3692.83
SO4638,3/19/2020,Distributor,USD,5,343,4,9,604.55,431.82,5440.97,5009.14
SO4639,4/26/2020,In-Store,USD,6,213,3,8,564.36,403.11,4514.87,4111.76
SO4640,2/21/2020,Wholesale,USD,21,261,28,10,370.19,264.42,3701.92,3437.5
SO4641,2/17/2020,Distributor,USD,16,295,16,7,237.37,169.55,1661.57,1492.02
SO4642,2/8/2020,Wholesale,USD,11,367,42,9,245.5,175.36,2209.54,2034.18
SO4643,1/2/2020,Online,USD,18,59,5,2,484.04,345.74,968.08,622.34
SO4644,3/8/2020,Online,USD,6,317,18,9,200.79,143.42,1807.08,1663.66
SO4645,4/20/2020,Online,USD,26,328,20,5,598.93,427.81,2994.64,2566.84
SO4646,1/7/2020,Online,USD,16,119,24,5,227.04,162.17,1135.18,973.01
SO4647,4/30/2020,Wholesale,USD,10,237,39,1,472.05,337.18,472.05,134.87
SO4648,5/18/2020,Wholesale,USD,15,102,29,1,564.19,402.99,564.19,161.2
SO4649,1/25/2020,Distributor,USD,6,103,37,2,154.65,110.47,309.31,198.84
SO4650,3/22/2020,In-Store,USD,12,190,27,4,248.28,177.35,993.13,815.79
SO4651,2/1/2020,In-Store,USD,10,98,25,9,460.29,328.78,4142.61,3813.83
SO4652,2/10/2020,Online,USD,4,28,9,5,568.77,406.26,2843.84,2437.58
SO4653,3/25/2020,In-Store,USD,24,62,13,1,358.28,255.91,358.28,102.37
SO4654,2/3/2020,In-Store,USD,13,100,39,5,613.6,438.28,3067.98,2629.7
SO4655,5/7/2020,In-Store,USD,2,2,42,9,569.03,406.45,5121.26,4714.81
SO4656,3/25/2020,Distributor,USD,23,44,41,7,260.78,186.27,1825.45,1639.18
SO4657,2/23/2020,Wholesale,USD,20,192,4,9,350.82,250.59,3157.42,2906.83
SO4658,1/10/2020,Online,USD,26,1,45,6,549.49,392.49,3296.92,2904.43
SO4659,5/11/2020,In-Store,USD,22,246,3,7,645.03,460.74,4515.24,4054.5
SO4660,1/13/2020,Distributor,USD,4,289,5,1,506.97,362.12,506.97,144.85
SO4661,2/2/2020,Distributor,USD,8,283,26,6,318.85,227.75,1913.08,1685.33
SO4662,2/28/2020,In-Store,USD,14,273,15,5,153.84,109.89,769.2,659.31
SO4663,2/24/2020,Wholesale,USD,21,85,43,10,425.97,304.27,4259.73,3955.47
SO4664,3/5/2020,Distributor,USD,18,363,45,1,497.42,355.3,497.42,142.12
SO4665,5/28/2020,Distributor,USD,23,278,1,1,468.97,334.98,468.97,133.99
SO4666,1/5/2020,In-Store,USD,13,104,8,10,466.36,333.11,4663.56,4330.44
SO4667,5/15/2020,Online,USD,26,145,35,7,331.05,236.46,2317.34,2080.88
SO4668,4/15/2020,Wholesale,USD,23,155,18,8,383.57,273.98,3068.58,2794.6
SO4669,5/6/2020,In-Store,USD,22,344,4,2,628.63,449.02,1257.26,808.24
SO4670,4/19/2020,Wholesale,USD,5,201,4,1,157.26,112.33,157.26,44.93
SO4671,2/20/2020,Distributor,USD,16,157,1,6,372.89,266.35,2237.33,1970.98
SO4672,1/13/2020,Wholesale,USD,10,36,40,2,534.61,381.86,1069.21,687.35
SO4673,4/29/2020,In-Store,USD,24,311,2,9,473.12,337.94,4258.06,3920.12
SO4674,4/20/2020,Wholesale,USD,16,95,22,10,357.27,255.19,3572.7,3317.51
SO4675,5/24/2020,Distributor,USD,16,87,22,10,196.69,140.49,1966.89,1826.4
SO4676,3/31/2020,Wholesale,USD,18,38,46,3,418,298.57,1253.99,955.42
SO4677,2/29/2020,Wholesale,USD,2,290,26,3,378.83,270.59,1136.49,865.89
SO4678,4/21/2020,Wholesale,USD,8,297,27,9,594.76,424.83,5352.84,4928.01
SO4679,4/21/2020,In-Store,USD,14,257,20,9,246.61,176.15,2219.45,2043.3
SO4680,1/13/2020,Online,USD,8,225,27,7,611.34,436.67,4279.37,3842.7
SO4681,4/9/2020,Distributor,USD,7,293,32,3,397.77,284.12,1193.32,909.2
SO4682,5/31/2020,In-Store,USD,13,151,28,8,369.25,263.75,2954.03,2690.28
SO4683,5/27/2020,Online,USD,18,91,17,7,552.39,394.56,3866.73,3472.17
SO4684,3/16/2020,Distributor,USD,1,59,47,6,430.44,307.46,2582.63,2275.18
SO4685,2/13/2020,In-Store,USD,24,308,1,4,359.36,256.68,1437.42,1180.74
SO4686,4/23/2020,In-Store,USD,13,178,3,5,349.11,249.36,1745.54,1496.17
SO4687,1/12/2020,In-Store,USD,5,249,37,6,643.29,459.49,3859.71,3400.22
SO4688,3/4/2020,In-Store,USD,8,55,25,10,191.63,136.88,1916.33,1779.45
SO4689,1/17/2020,In-Store,USD,2,96,8,2,598.38,427.41,1196.76,769.34
SO4690,4/29/2020,Wholesale,USD,9,110,21,6,187.47,133.91,1124.81,990.9
SO4691,4/9/2020,Wholesale,USD,25,93,13,7,589.16,420.83,4124.15,3703.32
SO4692,5/1/2020,Distributor,USD,4,229,14,2,593.37,423.83,1186.74,762.9
SO4693,5/1/2020,In-Store,USD,7,182,22,1,303.32,216.66,303.32,86.66
SO4694,3/5/2020,Distributor,USD,19,316,7,9,471.48,336.77,4243.28,3906.51
SO4695,5/11/2020,In-Store,USD,3,3,38,7,162.92,116.37,1140.43,1024.06
SO4696,1/4/2020,Distributor,USD,3,103,6,2,219.03,156.45,438.05,281.61
SO4697,5/3/2020,Distributor,USD,13,8,41,4,498.83,356.31,1995.32,1639.02
SO4698,4/1/2020,Wholesale,USD,1,23,23,1,287.72,205.51,287.72,82.2
SO4699,5/26/2020,Online,USD,12,126,17,2,633.1,452.22,1266.2,813.99
SO4700,1/19/2020,Distributor,USD,13,269,44,1,179.01,127.86,179.01,51.15
SO4701,4/1/2020,Distributor,USD,9,203,11,3,640.53,457.52,1921.58,1464.06
SO4702,2/9/2020,In-Store,USD,22,20,11,7,423.93,302.8,2967.48,2664.68
SO4703,1/23/2020,In-Store,USD,10,310,34,2,168.82,120.58,337.64,217.05
SO4704,2/17/2020,Distributor,USD,24,11,9,9,361.07,257.9,3249.6,2991.69
SO4705,1/10/2020,In-Store,USD,11,186,35,6,344.98,246.42,2069.9,1823.48
SO4706,1/5/2020,Wholesale,USD,12,335,10,2,182.94,130.67,365.89,235.21
SO4707,4/5/2020,Wholesale,USD,25,135,27,2,391.87,279.91,783.74,503.83
SO4708,4/26/2020,Online,USD,4,154,31,9,314.86,224.9,2833.76,2608.86
SO4709,2/7/2020,Wholesale,USD,6,255,28,8,243,173.57,1944.03,1770.45
SO4710,1/11/2020,Distributor,USD,24,185,6,1,333.91,238.51,333.91,95.4
SO4711,5/27/2020,Distributor,USD,4,133,37,6,529.13,377.95,3174.8,2796.85
SO4712,4/4/2020,Wholesale,USD,25,137,23,8,261.82,187.01,2094.54,1907.53
SO4713,2/16/2020,In-Store,USD,23,105,44,3,453.14,323.67,1359.42,1035.75
SO4714,2/7/2020,Online,USD,2,237,35,2,176.73,126.24,353.46,227.23
SO4715,4/7/2020,In-Store,USD,14,165,3,10,207.22,148.01,2072.16,1924.15
SO4716,2/8/2020,In-Store,USD,12,305,20,3,226.18,161.56,678.55,516.99
SO4717,4/15/2020,Distributor,USD,13,367,8,9,182.46,130.33,1642.16,1511.83
SO4718,3/16/2020,Wholesale,USD,25,177,17,9,242.77,173.41,2184.94,2011.53
SO4719,5/15/2020,Distributor,USD,1,92,33,6,368.34,263.1,2210.01,1946.92
SO4720,4/26/2020,Online,USD,20,272,14,10,293.36,209.54,2933.62,2724.07
SO4721,4/5/2020,Distributor,USD,14,209,11,9,458.56,327.54,4127.06,3799.52
SO4722,3/15/2020,Online,USD,13,49,13,7,611.81,437.01,4282.66,3845.65
SO4723,4/26/2020,In-Store,USD,1,173,36,6,303.47,216.76,1820.79,1604.03
SO4724,5/1/2020,Wholesale,USD,13,296,41,7,492.5,351.78,3447.48,3095.7
SO4725,4/29/2020,Online,USD,14,160,23,6,473.83,338.45,2842.97,2504.52
SO4726,3/18/2020,In-Store,USD,7,214,40,3,356.24,254.46,1068.72,814.26
SO4727,3/16/2020,Distributor,USD,18,80,14,1,321.73,229.8,321.73,91.92
SO4728,3/18/2020,Distributor,USD,25,189,37,3,303.29,216.64,909.88,693.24
SO4729,2/8/2020,Wholesale,USD,3,260,25,10,567.96,405.68,5679.58,5273.9
SO4730,3/30/2020,Distributor,USD,20,302,26,8,617.54,441.1,4940.3,4499.21
SO4731,1/5/2020,Online,USD,14,216,44,2,537.02,383.59,1074.04,690.45
SO4732,5/7/2020,Distributor,USD,11,145,41,9,292.1,208.64,2628.89,2420.25
SO4733,4/24/2020,Online,USD,3,132,23,4,325.73,232.66,1302.9,1070.24
SO4734,5/19/2020,In-Store,USD,23,87,17,5,292.94,209.25,1464.72,1255.47
SO4735,5/13/2020,Online,USD,6,178,38,4,280.93,200.67,1123.73,923.06
SO4736,1/8/2020,Distributor,USD,14,197,29,3,366.23,261.59,1098.68,837.09
SO4737,1/8/2020,Online,USD,2,253,18,6,306.99,219.28,1841.96,1622.68
SO4738,3/9/2020,Online,USD,5,90,20,5,364.43,260.31,1822.14,1561.83
SO4739,2/2/2020,In-Store,USD,22,261,25,10,646.86,462.04,6468.62,6006.57
SO4740,3/13/2020,In-Store,USD,5,128,47,2,157.54,112.53,315.09,202.56
SO4741,4/18/2020,Distributor,USD,24,7,45,6,394.98,282.13,2369.9,2087.77
SO4742,5/8/2020,Distributor,USD,7,72,44,8,336.89,240.64,2695.14,2454.5
SO4743,1/24/2020,Wholesale,USD,23,105,26,9,646.42,461.73,5817.74,5356.01
SO4744,3/25/2020,Online,USD,13,217,19,5,533.29,380.92,2666.44,2285.52
SO4745,1/4/2020,Online,USD,26,238,23,9,273.79,195.56,2464.08,2268.52
SO4746,3/24/2020,Wholesale,USD,14,186,14,7,312.62,223.3,2188.37,1965.06
SO4747,2/28/2020,In-Store,USD,3,10,37,1,505.05,360.75,505.05,144.3
SO4748,1/10/2020,Wholesale,USD,26,228,47,2,222.15,158.68,444.31,285.63
SO4749,1/29/2020,Distributor,USD,2,21,5,1,532.13,380.1,532.13,152.04
SO4750,2/7/2020,Online,USD,19,17,23,4,184.99,132.14,739.97,607.84
SO4751,5/24/2020,In-Store,USD,8,138,17,4,573.96,409.97,2295.83,1885.86
SO4752,4/8/2020,Distributor,USD,7,338,8,6,581.62,415.44,3489.72,3074.28
SO4753,5/3/2020,Online,USD,1,130,9,9,385.41,275.29,3468.67,3193.38
SO4754,3/9/2020,Online,USD,17,289,33,2,460.41,328.87,920.83,591.96
SO4755,2/24/2020,In-Store,USD,7,177,34,7,367.22,262.3,2570.53,2308.23
SO4756,4/3/2020,Wholesale,USD,17,318,16,1,470.52,336.09,470.52,134.43
SO4757,3/29/2020,Online,USD,13,366,2,5,532.91,380.65,2664.55,2283.9
SO4758,3/4/2020,In-Store,USD,23,254,11,8,199.54,142.53,1596.33,1453.8
SO4759,5/17/2020,Online,USD,6,192,1,9,229.18,163.7,2062.58,1898.89
SO4760,5/17/2020,In-Store,USD,6,266,45,5,264.88,189.2,1324.4,1135.2
SO4761,2/2/2020,In-Store,USD,17,265,44,7,629.38,449.56,4405.66,3956.11
SO4762,2/13/2020,Wholesale,USD,26,313,31,2,594.73,424.81,1189.45,764.65
SO4763,2/5/2020,In-Store,USD,10,106,29,1,622.09,444.35,622.09,177.74
SO4764,2/26/2020,Distributor,USD,5,347,34,6,487.99,348.57,2927.96,2579.4
SO4765,4/14/2020,Online,USD,15,281,11,9,388.75,277.68,3498.78,3221.1
SO4766,3/11/2020,Wholesale,USD,2,322,10,4,155.72,111.23,622.89,511.66
SO4767,1/28/2020,Wholesale,USD,22,3,44,8,537.01,383.58,4296.08,3912.5
SO4768,2/20/2020,Online,USD,6,239,9,4,565.75,404.1,2262.98,1858.88
SO4769,4/9/2020,Distributor,USD,19,111,41,8,312.18,222.99,2497.46,2274.47
SO4770,2/11/2020,Online,USD,3,198,18,4,541.63,386.88,2166.53,1779.65
SO4771,5/9/2020,In-Store,USD,12,156,24,4,538.95,384.96,2155.79,1770.83
SO4772,2/11/2020,In-Store,USD,10,154,23,6,212.2,151.57,1273.18,1121.61
SO4773,1/29/2020,Online,USD,14,62,2,1,537.3,383.79,537.3,153.51
SO4774,5/5/2020,Distributor,USD,3,244,39,9,494.11,352.94,4447.02,4094.08
SO4775,5/24/2020,Distributor,USD,10,49,19,4,426.23,304.45,1704.92,1400.47
SO4776,5/19/2020,Online,USD,1,110,15,7,439.4,313.86,3075.83,2761.97
SO4777,4/16/2020,In-Store,USD,12,291,11,1,313.74,224.1,313.74,89.64
SO4778,1/31/2020,Wholesale,USD,3,100,26,7,416.84,297.74,2917.86,2620.12
SO4779,2/21/2020,Wholesale,USD,15,51,33,10,522.17,372.98,5221.7,4848.72
SO4780,3/10/2020,Wholesale,USD,4,22,12,8,183.51,131.08,1468.09,1337.01
SO4781,1/26/2020,Wholesale,USD,1,151,12,5,609.9,435.64,3049.5,2613.86
SO4782,4/29/2020,Online,USD,15,351,12,8,567.18,405.13,4537.45,4132.32
SO4783,5/17/2020,Online,USD,16,261,17,7,586.94,419.24,4108.55,3689.31
SO4784,1/15/2020,Wholesale,USD,23,266,10,9,571.06,407.9,5139.57,4731.67
SO4785,3/27/2020,In-Store,USD,15,192,43,2,331.95,237.1,663.89,426.79
SO4786,5/24/2020,In-Store,USD,4,199,47,3,375.19,267.99,1125.58,857.58
SO4787,3/29/2020,Online,USD,20,161,13,10,357.71,255.5,3577.06,3321.56
SO4788,4/27/2020,In-Store,USD,5,122,12,10,292.59,208.99,2925.92,2716.92
SO4789,3/30/2020,Distributor,USD,16,215,25,3,183.1,130.78,549.29,418.51
SO4790,5/20/2020,Online,USD,10,355,3,9,392.78,280.56,3535.06,3254.5
SO4791,4/23/2020,Distributor,USD,9,211,31,8,214.05,152.89,1712.42,1559.52
SO4792,2/6/2020,In-Store,USD,26,345,31,7,620.44,443.17,4343.1,3899.92
SO4793,3/31/2020,Online,USD,26,357,46,4,636.13,454.38,2544.51,2090.13
SO4794,5/26/2020,Distributor,USD,26,156,5,8,360.19,257.28,2881.52,2624.24
SO4795,4/21/2020,Distributor,USD,6,221,27,8,465.58,332.56,3724.66,3392.1
SO4796,2/10/2020,Distributor,USD,9,333,1,7,531.85,379.89,3722.97,3343.07
SO4797,5/3/2020,Online,USD,4,64,42,2,532.14,380.1,1064.28,684.18
SO4798,4/14/2020,Wholesale,USD,6,276,28,10,403.67,288.34,4036.7,3748.37
SO4799,4/16/2020,Distributor,USD,21,25,35,10,263.83,188.45,2638.33,2449.88
SO4800,1/29/2020,Online,USD,26,147,44,2,474.28,338.77,948.56,609.79
