tar_systemid,model_type,log_id,log_seqid,log_timestamp,log_level,log_threadid,log_logspec,log_text,log_filename,log_line,log_hash,log_fevisible,log_userid_psuedonym,log_examcontext_id,log_bootcontext_id,log_timestamp_ts,log_type,dl_load_date,msg_date
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272462,3208,2024-07-18 07:48:35.1550000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,48:35.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272463,3209,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.SystemMemory,"AvailVirt,UsedVirt,PercentLoad,AvailPhys (GB),131032.094,17179746343.906,18,12.496",PCBESystemHealth.cpp,129,18398,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272464,3211,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.PerfInfoKernel,"SystemCache,KernelTotal,KernelPaged,KernelNonpaged (GB),1.549,0.265,0.130,0.134",PCBESystemHealth.cpp,160,33371,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272465,3213,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.ProcessMemory,"PgFltCount,PeakWrkSet,WrkSet,PgFile,PeakPgFile (GB),494786,0.661,0.075,2.101,2.112",PCBESystemHealth.cpp,270,60500,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272466,3212,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.PerfInfoCounts,"PageSize,HandleCount,ProcessCount,ThreadCount,4096,36545,108,1089",PCBESystemHealth.cpp,171,25227,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272467,3214,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.UserResources,"GDI Object Count,User Object Count,Total,3105,2610,5715",PCBESystemHealth.cpp,342,50746,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272468,3210,2024-07-18 07:48:36.5920000 -05:00,D,3604,PCBE.PerfInfoCommitted,"CommitTotal,CommitLimit,CommitPeak (GB),5.000,17.782,5.042",PCBESystemHealth.cpp,140,48252,1,2,null,1094,48:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272469,3215,2024-07-18 07:48:41.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=399 y=258,LoginDialog.cpp,548,22184,1,2,null,1094,48:41.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272470,3216,2024-07-18 07:48:45.1560000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,48:45.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272471,3217,2024-07-18 07:48:51.1560000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=309 y=252,LoginDialog.cpp,548,22184,1,2,null,1094,48:51.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272472,3218,2024-07-18 07:48:55.1570000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,48:55.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272473,3219,2024-07-18 07:49:01.1560000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=872 y=122,LoginDialog.cpp,548,22184,1,2,null,1094,49:01.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272474,3221,2024-07-18 07:49:03.1580000 -05:00,I,6148,[BATTERY_INFO],Id;0;Power Assistant;SOC;R;100;A;88;CYC;94;CAP;F;75384;C;75269;D;86400;OUT;V;16740;C;0;TEMP;24.950000;,EchoSysmonPck.cpp,3242,31711,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272475,3220,2024-07-18 07:49:03.1580000 -05:00,I,6148,Scope,{ HandleEvent BatteryMonitoringEvent,impl.cpp,1074,28437,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272476,3223,2024-07-18 07:49:03.1580000 -05:00,D,6148,EchoSysmonPck::LCDBacklightUpdater,updating room profile to save battery for the primary display,EchoSysmonPck.cpp,2102,59820,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272477,3225,2024-07-18 07:49:03.1580000 -05:00,I,6148,CConfigTouchPanel::ChangeRoomProfile,Monitor : Updating Room Profile (Battery Saver) Brightness: 10 Contrast: 10,ConfigTouchPanel.cpp,771,46602,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272478,3222,2024-07-18 07:49:03.1580000 -05:00,I,6148,[BATTERY_INFO],Id;1;Power Assistant;SOC;R;100;A;90;CYC;94;CAP;F;76997;C;76982;D;86400;OUT;V;16744;C;0;TEMP;24.950000;,EchoSysmonPck.cpp,3242,31711,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272479,3224,2024-07-18 07:49:03.1580000 -05:00,I,6148,Scope,{ HandleEvent ButtonID_RoomProfile,impl.cpp,1074,28437,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272480,3226,2024-07-18 07:49:03.2210000 -05:00,I,6148,Scope,} HandleEvent ButtonID_RoomProfile took 62.563 ms,impl.cpp,1074,55802,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272481,3227,2024-07-18 07:49:03.2210000 -05:00,I,6148,Scope,} HandleEvent BatteryMonitoringEvent took 62.837 ms,impl.cpp,1074,55802,1,2,null,1094,49:03.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272482,3228,2024-07-18 07:49:05.1570000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:05.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272483,3229,2024-07-18 07:49:11.1610000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=242 y=17,LoginDialog.cpp,548,22184,1,2,null,1094,49:11.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272484,3230,2024-07-18 07:49:15.1570000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:15.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272485,3231,2024-07-18 07:49:21.1530000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=556 y=63,LoginDialog.cpp,548,22184,1,2,null,1094,49:21.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272486,3232,2024-07-18 07:49:25.1580000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:25.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272487,3233,2024-07-18 07:49:31.1580000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=588 y=29,LoginDialog.cpp,548,22184,1,2,null,1094,49:31.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272488,3234,2024-07-18 07:49:35.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:35.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272489,3235,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.SystemMemory,"AvailVirt,UsedVirt,PercentLoad,AvailPhys (GB),131032.094,17179746343.906,18,12.507",PCBESystemHealth.cpp,129,18398,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272490,3238,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.PerfInfoCounts,"PageSize,HandleCount,ProcessCount,ThreadCount,4096,36478,108,1105",PCBESystemHealth.cpp,171,25227,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272491,3237,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.PerfInfoKernel,"SystemCache,KernelTotal,KernelPaged,KernelNonpaged (GB),1.549,0.265,0.131,0.134",PCBESystemHealth.cpp,160,33371,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272492,3240,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.UserResources,"GDI Object Count,User Object Count,Total,3105,2610,5715",PCBESystemHealth.cpp,342,50746,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272493,3239,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.ProcessMemory,"PgFltCount,PeakWrkSet,WrkSet,PgFile,PeakPgFile (GB),495397,0.661,0.075,2.101,2.112",PCBESystemHealth.cpp,270,60500,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272494,3236,2024-07-18 07:49:36.5930000 -05:00,D,3604,PCBE.PerfInfoCommitted,"CommitTotal,CommitLimit,CommitPeak (GB),5.003,17.782,5.042",PCBESystemHealth.cpp,140,48252,1,2,null,1094,49:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272495,3241,2024-07-18 07:49:41.1560000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=486 y=223,LoginDialog.cpp,548,22184,1,2,null,1094,49:41.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272496,3242,2024-07-18 07:49:45.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:45.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272497,3243,2024-07-18 07:49:51.1640000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=142 y=152,LoginDialog.cpp,548,22184,1,2,null,1094,49:51.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272498,3244,2024-07-18 07:49:55.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,49:55.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272499,3245,2024-07-18 07:50:01.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=686 y=120,LoginDialog.cpp,548,22184,1,2,null,1094,50:01.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272500,3246,2024-07-18 07:50:04.7620000 -05:00,I,8640,acqHousekeeping,Ignoring EPM_M5V_4D during Power Assistant,MonitorManager.cpp,1097,20505,1,2,null,1094,50:04.8,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272501,3247,2024-07-18 07:50:04.7620000 -05:00,I,8640,acqHousekeeping,Ignoring EPM_P5V_4D during Power Assistant,MonitorManager.cpp,1097,20505,1,2,null,1094,50:04.8,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272502,3248,2024-07-18 07:50:04.7630000 -05:00,I,8640,acqHousekeeping,Ignoring EPM_P12V_4D during Power Assistant,MonitorManager.cpp,1097,20505,1,2,null,1094,50:04.8,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272503,3249,2024-07-18 07:50:05.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:05.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272504,3250,2024-07-18 07:50:11.1590000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=255 y=232,LoginDialog.cpp,548,22184,1,2,null,1094,50:11.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272505,3251,2024-07-18 07:50:15.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:15.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272506,3252,2024-07-18 07:50:21.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=339 y=156,LoginDialog.cpp,548,22184,1,2,null,1094,50:21.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272507,3253,2024-07-18 07:50:25.1590000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:25.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272508,3254,2024-07-18 07:50:31.1560000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=723 y=87,LoginDialog.cpp,548,22184,1,2,null,1094,50:31.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272509,3255,2024-07-18 07:50:35.1600000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:35.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272510,3257,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.PerfInfoCommitted,"CommitTotal,CommitLimit,CommitPeak (GB),5.003,17.782,5.042",PCBESystemHealth.cpp,140,48252,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272511,3258,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.PerfInfoKernel,"SystemCache,KernelTotal,KernelPaged,KernelNonpaged (GB),1.550,0.265,0.130,0.134",PCBESystemHealth.cpp,160,33371,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272512,3260,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.ProcessMemory,"PgFltCount,PeakWrkSet,WrkSet,PgFile,PeakPgFile (GB),495989,0.661,0.075,2.101,2.112",PCBESystemHealth.cpp,270,60500,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272513,3256,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.SystemMemory,"AvailVirt,UsedVirt,PercentLoad,AvailPhys (GB),131032.094,17179746343.906,18,12.503",PCBESystemHealth.cpp,129,18398,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272514,3261,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.UserResources,"GDI Object Count,User Object Count,Total,3105,2610,5715",PCBESystemHealth.cpp,342,50746,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272515,3259,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.PerfInfoCounts,"PageSize,HandleCount,ProcessCount,ThreadCount,4096,36485,108,1104",PCBESystemHealth.cpp,171,25227,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272516,3262,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.Drives,Drive C FreeSpace  56% 44.376 / 79.102 (GB),PCBESystemHealth.cpp,391,6814,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272517,3263,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.Drives,Drive D FreeSpace  96% 29.877 / 31.250 (GB),PCBESystemHealth.cpp,391,6814,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272518,3265,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.Drives,Drive V FreeSpace 100% 9.966 / 10.000 (GB),PCBESystemHealth.cpp,391,6814,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272519,3264,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.Drives,Drive E FreeSpace 100% 781.472 / 783.294 (GB),PCBESystemHealth.cpp,391,6814,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272520,3266,2024-07-18 07:50:36.5950000 -05:00,D,3604,PCBE.Drives,Drive Z FreeSpace  71% 28.536 / 40.000 (GB),PCBESystemHealth.cpp,391,6814,1,2,null,1094,50:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272521,3267,2024-07-18 07:50:41.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=633 y=299,LoginDialog.cpp,548,22184,1,2,null,1094,50:41.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272522,3268,2024-07-18 07:50:45.1600000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:45.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272523,3269,2024-07-18 07:50:51.1590000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=173 y=90,LoginDialog.cpp,548,22184,1,2,null,1094,50:51.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272524,3270,2024-07-18 07:50:55.1600000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,50:55.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272525,3271,2024-07-18 07:51:01.1560000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=59 y=114,LoginDialog.cpp,548,22184,1,2,null,1094,51:01.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272526,3273,2024-07-18 07:51:04.9840000 -05:00,I,6148,[BATTERY_INFO],Id;0;Power Assistant;SOC;R;100;A;88;CYC;94;CAP;F;75384;C;75254;D;86400;OUT;V;16740;C;0;TEMP;25.150000;,EchoSysmonPck.cpp,3242,31711,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272527,3272,2024-07-18 07:51:04.9840000 -05:00,I,6148,Scope,{ HandleEvent BatteryMonitoringEvent,impl.cpp,1074,28437,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272528,3274,2024-07-18 07:51:04.9840000 -05:00,I,6148,[BATTERY_INFO],Id;1;Power Assistant;SOC;R;100;A;90;CYC;94;CAP;F;76997;C;76982;D;86400;OUT;V;16743;C;0;TEMP;25.050000;,EchoSysmonPck.cpp,3242,31711,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272529,3277,2024-07-18 07:51:04.9840000 -05:00,I,6148,CConfigTouchPanel::ChangeRoomProfile,Monitor : Updating Room Profile (Battery Saver) Brightness: 10 Contrast: 10,ConfigTouchPanel.cpp,771,46602,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272530,3276,2024-07-18 07:51:04.9840000 -05:00,I,6148,Scope,{ HandleEvent ButtonID_RoomProfile,impl.cpp,1074,28437,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272531,3275,2024-07-18 07:51:04.9840000 -05:00,D,6148,EchoSysmonPck::LCDBacklightUpdater,updating room profile to save battery for the primary display,EchoSysmonPck.cpp,2102,59820,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272532,3278,2024-07-18 07:51:05.0360000 -05:00,I,6148,Scope,} HandleEvent ButtonID_RoomProfile took 52.283 ms,impl.cpp,1074,55802,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272533,3279,2024-07-18 07:51:05.0360000 -05:00,I,6148,Scope,} HandleEvent BatteryMonitoringEvent took 52.543 ms,impl.cpp,1074,55802,1,2,null,1094,51:05.0,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272534,3280,2024-07-18 07:51:05.1610000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,51:05.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272535,3281,2024-07-18 07:51:11.1580000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=114 y=115,LoginDialog.cpp,548,22184,1,2,null,1094,51:11.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272536,3282,2024-07-18 07:51:15.1610000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,51:15.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272537,3283,2024-07-18 07:51:21.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=584 y=287,LoginDialog.cpp,548,22184,1,2,null,1094,51:21.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272538,3284,2024-07-18 07:51:25.1610000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,51:25.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272539,3285,2024-07-18 07:51:31.1550000 -05:00,I,6148,LoginDialog:MoveLoginDialog,ScreenSaver :: Move triggererd with coordinate point x=742 y=24,LoginDialog.cpp,548,22184,1,2,null,1094,51:31.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272540,3286,2024-07-18 07:51:35.1620000 -05:00,I,5848,ScDicom,[DICOM_PERF_LOG] Archive::doBatteryMonitorThread Battery mode detected.,Archive.cpp,11175,4330,1,2,null,1094,51:35.2,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272541,3292,2024-07-18 07:51:36.5960000 -05:00,D,3604,PCBE.UserResources,"GDI Object Count,User Object Count,Total,3105,2610,5715",PCBESystemHealth.cpp,342,50746,1,2,null,1094,51:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272542,3290,2024-07-18 07:51:36.5960000 -05:00,D,3604,PCBE.PerfInfoCounts,"PageSize,HandleCount,ProcessCount,ThreadCount,4096,36491,108,1101",PCBESystemHealth.cpp,171,25227,1,2,null,1094,51:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272543,3287,2024-07-18 07:51:36.5960000 -05:00,D,3604,PCBE.SystemMemory,"AvailVirt,UsedVirt,PercentLoad,AvailPhys (GB),131032.078,17179746343.922,18,12.507",PCBESystemHealth.cpp,129,18398,1,2,null,1094,51:36.6,log_LogDb,29:19.5,7/18/2024
00202ULT18,GE_Healthcare_CS_ULS_LOGIQ_E10,1272544,3289,2024-07-18 07:51:36.5960000 -05:00,D,3604,PCBE.PerfInfoKernel,"SystemCache,KernelTotal,KernelPaged,KernelNonpaged (GB),1.551,0.265,0.130,0.134",PCBESystemHealth.cpp,160,33371,1,2,null,1094,51:36.6,log_LogDb,29:19.5,7/18/2024
